Network Drive,Mounted Path,File Or Folder,,,,
Ds418Play_TT,Documentary,Deepwater Horizon (2016) 2160p 4K UltraHD BluRay HEVC 10 Bits Dolby ATMOS 7.1 -DDR,,,,
Ds418Play_TT,Documentary,Dunkirk.2017.UHD.BluRay.2160p.DTS-HD.MA.5.1.HEVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Documentary,Everest 2015 10bit 4k hevc-d3g,,,,
Ds418Play_TT,Documentary,Fantastic.Beasts.and.Where.to.Find.Them.2016.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,Goodfellas 1990 10bit 4k multi hevc-d3g,,,,
Ds418Play_TT,Documentary,Harry.Potter.and.the.Sorcerers.Stone.2001.2160p.UHD.BluRay.x265-TERMiNAL,,,,
Ds418Play_TT,Documentary,In the Heart of the Sea 2015 10bit 4k hevc-d3g,,,,
Ds418Play_TT,Documentary,Interstellar.2014.UHD.BluRay.2160p.DTS-HD.MA.5.1.HEVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Documentary,Iron.Man.3.2013.2160p.UHD.BluRay.REMUX.HEVC.DTS-HD.MA.7.1-MZABI,,,,
Ds418Play_TT,Documentary,It.2017.COMPLETE.UHD.BLURAY-COASTER,,,,
Ds418Play_TT,Documentary,Kick-Ass.2010.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,King.Arthur.Legend.of.the.Sword.2017.UHD.BluRay.2160p.HEVC.HDR.REMUX.Atmos7.1.DTS5.1-iNeoTom,,,,
Ds418Play_TT,Documentary,King.Kong.2005.2160p.10bit.HDR.BluRay.5.1.x265.HEVC-MZABI,,,,
Ds418Play_TT,Documentary,Kingsman.The.Golden.Circle.2017.UHD.BluRay.2160p.TrueHD.Atmos.7.1.HEVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Documentary,Kingsman.The.Secret.Service.2014.UltraHD.BluRay.2160p.HEVC.BT2020.DTS-HD MA 7.1-HDLeader,,,,
Ds418Play_TT,Documentary,Logan 2017 10bit 4k multi hevc-d3g,,,,
Ds418Play_TT,Documentary,Men.in.Black.3.2012.2160p.UHD.BluRay.x265-TERMiNAL,,,,
Ds418Play_TT,Documentary,Men.in.Black.1997.2160p.UHD.BluRay.X265-IAMABLE,,,,
Ds418Play_TT,Documentary,Men.in.Black.II.2002.2160p.UHD.BluRay.x265-TERMiNAL,,,,
Ds418Play_TT,Documentary,Prometheus 2012 10bit 4k hevc-d3g,,,,
Ds418Play_TT,Documentary,Prometheus.2012.2160p.UHD.BluRay.REMUX.HEVC.DTS-HD.MA.7.1-MZABI,,,,
Ds418Play_TT,Documentary,RED.2.2013.2160p.UHD.BluRay.x265-WhiteRhino,,,,
Ds418Play_TT,Documentary,Sing.2016.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,The.Dark.Knight.Rises.2012.UHD.BluRay.2160p.DTS-HD.MA.5.1.HEVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Documentary,The.Fifth.Element.1997.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,The.Huntsman.Winters.War.2016.2in1.Theatrical.and.Extended.2160p.BluRay.HEVC.DTS-X.7.1-TERMiNAL,,,,
Ds418Play_TT,Documentary,The.Legend.of.Tarzan.2016.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,The.Secret.Life.of.Pets.2016.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,The.Shape.of.Water.2017.COMPLETE.UHD.BLURAY-COASTER[NO RAR],,,,
Ds418Play_TT,Documentary,Thor Ragnarok 2017 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Documentary,Transformers.2007.2160p.UHD.BluRay.X265-IAMABLE,,,,
Ds418Play_TT,Documentary,Transformers.The.Last.Knight.2017.2160p 4K UHD HDR BluRay x265 DTS ATMOS ENG FR -HDRINVASION,,,,
Ds418Play_TT,Documentary,Transformers.The.Last.Knight.2017.2160p.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,Unforgiven 1992 10bit 4k hevc-d3g,,,,
Ds418Play_TT,Documentary,What.Happened.to.Monday.2017.2160p.BluRay.HEVC.DTS-HD.MA.5.1-WHTM,,,,
Ds418Play_TT,Documentary,Wonder Woman,,,,
Ds418Play_TT,Documentary,Wonder.Woman.2017.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Documentary,X-Men\ Apocalypse\ \(2016\)\ 2160p\ 4K\ UltraHD\ BluRay\ \(x265\ HEVC\ 10bit\)\ 2CH\ AAC\ \[Zeus],,,,
Ds418Play_TT,Documentary,.DS_Store,,,,
Ds418Play_TT,Documentary,Martha.Bakes.Season.1.Incomplete.S01.1080p.HDTV.x265.HEVC-MONOLITH,,,,
Ds418Play_TT,Documentary,Troy Fall of a City Season 1,,,,
Ds418Play_TT,Documentary,Wild Arabia (2013) Season 1 S01 (1080p BluRay x265 HEVC 10bit AAC 5.1 Silence),,,,
Ds418Play_TT,Documentary,Wild Canada (2014) Season 1 S01 (1080p BluRay x265 HEVC 10bit AAC 5.1 Silence),,,,
Ds418Play_TT,Documentary,Human (2015) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Hardcore.Henry.2015.NORDiC.COMPLETE.BLURAY-NoSence,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Home (2015).Bluray.1080p.Half-SBS.DTSHD-MA 7.1 - LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Human.2015.1080p.BluRay.x264-USURY,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,In.the.Heart.of.the.Sea.2015.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Inception.2010.2160p.UHD.BluRay.HDR.AAC.5.1.x265-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Iron.Man.2.2010.2160p.UHD.BluRay.REMUX.HEVC.DTS-HD.MA.5.1-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Jurassic Park 1993 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Jurassic World 2015 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Kung Fu Panda 2008 1080p BluRay 10-Bit TrueHD 5.1 x264-BluEvo,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Kung.Fu.Panda.2.2011.COMPLETE.BLURAY-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,L A Confidential 1997 REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Lawrence of Arabia 1962 10bit hevc-d3g,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Leap! (2016).Bluray.1080p.Half-SBS.DTSHD-MA 5.1 - LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Life.2017.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Logan.2017.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Maze Runner Scorch Trials 2015 Multi 2160p 4K UHD BluRay HEVC10 SDR  DTSHD 7.1-DDR,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Maze Runner The Death Cure 2018 REMUX 2160p (10bit) BluRay UHD HDR HEVC AtmosTrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Moana (2016).Bluray.Half-SBS.DTSHD-MA 7.1 - LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The.Prestige.2006.2160p.UHD.BluRay.X265-IAMABLE,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Three Billboards Outside Ebbing Missouri 2017 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Tomb Raider 2018 MULTI REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,War Horse 2011 REMUX 1080p Blu-ray AVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Zootopia (2016).Bluray.1080p.Half-SBS.DTSHD-MA 7.1 - LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Starship Troopers Traitor of Mars 2017 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The Commuter 2018 REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The Deer Hunter 1978 REMUX 1080p Blu-ray VC-1 DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The Greatest Showman 2017 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The Matrix 1999 REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The Maze Runner 2014 Multi 2160p 4K UHD BluRay HEVC10 SDR DTSHD 7.1 -DDR,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The Other Boleyn Girl 2008 REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The Shape of Water 2017 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The.Cloverfield.Paradox.2018.1080p.NF.WEBRip.DDP5.1.x264-NTb,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The.Dark.Knight.2008.UHD.BluRay.2160p.DTS-HD.MA.5.1.HEVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The.Death.of.Stalin.2017.1080p.BluRay.DTS.x264-SpaceHD,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The.Hitmans.Bodyguard.2017.2160p.UHD.BluRay.HDR.TrueHD.Atmos.7.1.x265 -HDRINVASION,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,The.Huntsman.Winters.War.2016.2in1.Theatrical.and.Extended.2160p.BluRay.HEVC.DTS-X.7.1-TERMiNAL,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Dredd.2012.UHD.BluRay.2160p.TrueHD.Atmos.7.1.HEVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Guardians.of.the.Galaxy.Vol.2.2017.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Monsters.Inc.3D.2001.MULTi.COMPLETE.BLURAY-MHT,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Spider-Man.Homecoming.2017.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,.DS_Store,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,A.Thousand.Words.2012.1080p.Blu-ray.AVC.DTS-HD.MA.5.1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Amadeus 1984 10bit hevc-d3g,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Annihilation 2018 REMUX 1080p Blu-ray AVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Ant-Man 2015 REMUX 1080p Blu-ray AVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Ayla 2017 1080p WEB-DL AAC H264-CMRG,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Batman.Begins.2005.UHD.BluRay.2160p.DTS-HD.MA.5.1.HEVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Black.Panther.2018.2160p.BluRay.HEVC.TrueHD.7.1.Atmos-OMFUG,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Brave 2012 REMUX 1080p Blu-ray AVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Braveheart 1995 REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Cars.3.2017.COMPLETE.UHD.BLURAY-TERMiNAL [NO RAR],,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Chinatown 1974 REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Den.Of.Thieves.2018.COMPLETE.BLURAY-LAZERS,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Despicable.Me.2.2013.2160p.UHD.BluRay.REMUX.HEVC.DTS-X-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Despicable.Me.2010.2160p.UHD.BluRay.REMUX.HEVC.DTS-X-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Die.Hard.1988.2160p.BluRay.HEVC.DTS-HD.MA.5.1-TASTED,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Early Man 2018 REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Eden.Lake.2008.720p.BluRay.x264-x0r,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Ferdinand 2017 REMUX 1080p Blu-ray AVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Finding Nemo 2003 Ultimate Collector's Edition REMUX 1080p Blu-ray AVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Finding.Dory.2016.MULTi.COMPLETE.BLURAY-BD4U,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,For a Few Dollars More 1965 10bit hevc-d3g,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Forrest Gump 1994 REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Galaxy.Quest.1999.BluRay.1080p.TrueHD.5.1.AVC.REMUX-FraMeSToR,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Game.Night.2018.1080p.BluRay.AVC.DTS-HD.MA.5.1-FGT,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Geostorm.2017.MULTi.COMPLETE.BLURAY-COJONUDO,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Ghost.in.the.Shell.2017.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Gravity.2013.1080p.BluRay.REMUX.AVC.DTS-HD.MA.TrueHD.7.1.Atmos-FGT,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Grease 1978 REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Groundhog.Day.1993.2160p.UHD.BluRay.X265-IAMABLE,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Once Upon a Time in America 1984 10bit hevc-d3g,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Pacific Rim (2013) 2160p BluRay (x265 HEVC 10bit) DTS-HD [Zeus],,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Pacific.Rim.Uprising.2018.2160p.UHD.BluRay.REMUX.HDR.HEVC.TrueHD.Atmos.7.1-iFT,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Padmaavati (2018),,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Parker 2013 MULTI REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Peter Rabbit 2018 MULTI REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Phantom Thread 2017 REMUX 2160p (10bit) BluRay UHD HDR HEVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Power.Rangers.2017.2160p.UHD.BluRay.REMUX.HEVC.Atmos-MZABI,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Real Steel 2011 REMUX 1080p Blu-ray AVC DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Red.Sparrow.2018.1080p.BluRay.x264-DRONES,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Salt.2010.Unrated.Directors.Cut.DTS-HD.DTS.MULTISUBS.1080p.BluRay.x264.HQ-TUSAHD,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Saving.Private.Ryan.1998.2160p.BluRay.HEVC.TrueHD.7.1.Atmos-COASTER,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Snowpiercer 2013 MULTI REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N,,,,
Ds418Play_TT,Movies_4K/HD MOVIES,Source Code 2011 REMUX 2160p (10bit) BluRay UHD HDR HEVC TrueHD DTS-HD MA 7 1-LEGi0N,,,,
Ds418Play_TT,Movies_2018/English/1080P,.DS_Store,,,,
Ds418Play_TT,Movies_2018/English/1080P,Barry Lyndon [BDRip-1080p-MultiLang-MultiSub-Chapters][RiP By MaX].mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,Batman.Begins.2005.720p.HDDVD.DTS.x264.mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,Dead Man walking 1995.H264.BDRip.mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,Dead Man walking 1995.H264.BDRip.srt,,,,
Ds418Play_TT,Movies_2018/English/1080P,How.to.Train.Your.Dragon.2.(2014).BDRip.[1080p].mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,Identity (BDrip 1080p ENG-ITA-SPA AC3) x264 blu-ray (2003).mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,Indiana Jones and the Raiders of the Lost Ark - BluRay 1080p.mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,mater.and.the.ghostlight.2006.720p.bluray.x264-sinners.mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,Thumbs.db,,,,
Ds418Play_TT,Movies_2018/English/1080P,Top Gun (1080p).m2ts,,,,
Ds418Play_TT,Movies_2018/English/1080P,Up.2009.1080p.BluRay.DTS.x264-WiKi.mkv,,,,
Ds418Play_TT,Movies_2018/English/1080P,2012 - 1080p,,,,
Ds418Play_TT,Movies_2018/English/1080P,A.Million.Ways.to.Die.in.the.West.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Alice in Wonderland,,,,
Ds418Play_TT,Movies_2018/English/1080P,Angels & Demons - 720,,,,
Ds418Play_TT,Movies_2018/English/1080P,Apollo 13-1080p,,,,
Ds418Play_TT,Movies_2018/English/1080P,Avatar,,,,
Ds418Play_TT,Movies_2018/English/1080P,Before.Midnight.2013.1080p.BluRay.DTS.x264-PublicHD,,,,
Ds418Play_TT,Movies_2018/English/1080P,Before.Sunrise.1995.1080p.WEB-DL.H264-fiend [PublicHD],,,,
Ds418Play_TT,Movies_2018/English/1080P,Before.Sunset.2004.720p.WEB-DL.AAC.2.0.H.264-HDStar [PublicHD],,,,
Ds418Play_TT,Movies_2018/English/1080P,Big.Eyes.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Big.Hero.6.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Birdman.2014.1080p.BluRay.x264.DTS-HD.MA.5.1,,,,
Ds418Play_TT,Movies_2018/English/1080P,Book.of.Esther.2013.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Braveheart - 720p,,,,
Ds418Play_TT,Movies_2018/English/1080P,Cars,,,,
Ds418Play_TT,Movies_2018/English/1080P,Cowgirls n' Angels (2012) 1080p BluRay AC3+DTS HQ eng NL Subs,,,,
Ds418Play_TT,Movies_2018/English/1080P,Dawn.of.the.Planet.of.the.Apes.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Dolphin.Tale.2.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Edge.of.Tomorrow.2014.1080p.BluRay.x264-SPARKS[rarbg],,,,
Ds418Play_TT,Movies_2018/English/1080P,Fading.Gigolo.2013.LIMITED.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Fahrenheit 911 (2004) DVDRip,,,,
Ds418Play_TT,Movies_2018/English/1080P,Fargo.1996.REMASTERED.1080p.BluRay.DTS-HD.MA.5.1.x264-PublicHD,,,,
Ds418Play_TT,Movies_2018/English/1080P,Finding Nemo,,,,
Ds418Play_TT,Movies_2018/English/1080P,Forrest Gump - 1080p,,,,
Ds418Play_TT,Movies_2018/English/1080P,Frontera.2014.LIMITED.1080p.BluRay.x264-GECKOS[rarbg],,,,
Ds418Play_TT,Movies_2018/English/1080P,Frozen.2013.1080p.WEB-DL.H264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Full Metal Jacket 1987 BluRay 1080p DTS dxva Eng NLsub NLUPPER,,,,
Ds418Play_TT,Movies_2018/English/1080P,Gladiator - 1080p,,,,
Ds418Play_TT,Movies_2018/English/1080P,Godzilla.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Godzilla.2014.1080p.BluRay.x264_updated,,,,
Ds418Play_TT,Movies_2018/English/1080P,GOOD.WILL.HUNTING.1997,,,,
Ds418Play_TT,Movies_2018/English/1080P,Gravity.2013.1080p.BluRay.DTS-HD.MA.5.1.x264-PublicHD,,,,
Ds418Play_TT,Movies_2018/English/1080P,Green Zone 2010 1080p BluRay x264-MACHD,,,,
Ds418Play_TT,Movies_2018/English/1080P,Guardians.of.the.Galaxy.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Highlander 1986 (Director's Cut) [1080p.DTS-HD.MA.5.1.AC3.BluRay.x264],,,,
Ds418Play_TT,Movies_2018/English/1080P,Home.Sweet.Hell.2015.1080p.BluRay.x264.DTS-HD.MA.5.1-RARBG,,,,
Ds418Play_TT,Movies_2018/English/1080P,If.I.Stay.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Independence Day - 720p,,,,
Ds418Play_TT,Movies_2018/English/1080P,It.Follows.2014.1080p.BluRay.X264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Jack the Giant Slayer (2013) [1080p],,,,
Ds418Play_TT,Movies_2018/English/1080P,Love.And.Other.Drugs.1080p.BluRay.x264-OEM1080,,,,
Ds418Play_TT,Movies_2018/English/1080P,Matrix 1,2,3,,
Ds418Play_TT,Movies_2018/English/1080P,McFarland.USA.2015.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Night.at.the.Museum.Secret.of.the.Tomb.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Non.Stop.2014.BluRay.1080p.DTS.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Planes.Fire.and.Rescue.2014.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Samsara.2011.BluRay.1080p.x264.DTS,,,,
Ds418Play_TT,Movies_2018/English/1080P,Snowpiercer.2013.1080p.BluRay.x264.DTS,,,,
Ds418Play_TT,Movies_2018/English/1080P,Spiderman Trilogy,,,,
Ds418Play_TT,Movies_2018/English/1080P,St. Vincent 2014 WEBRip x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,The Best Exotic Marigold Hotel 2011,,,,
Ds418Play_TT,Movies_2018/English/1080P,The Bible (2013),,,,
Ds418Play_TT,Movies_2018/English/1080P,The Bourne Trilogy  (1080p),,,,
Ds418Play_TT,Movies_2018/English/1080P,The Dark Knight - 1080p,,,,
Ds418Play_TT,Movies_2018/English/1080P,The Hobbit The Desolation Of Smaug 2013 Extended BluRay 720p DTS x264-MgB [ETRG],,,,
Ds418Play_TT,Movies_2018/English/1080P,The Trip to Italy 2014 LIMITED.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,The.Final.Destination.2009.1080p.BluRay.x264.DTS-WiKi,,,,
Ds418Play_TT,Movies_2018/English/1080P,The.Forbidden.Kingdom.720p.BluRay.x264-SEPTiC,,,,
Ds418Play_TT,Movies_2018/English/1080P,The.Good.Lie.2014.LIMITED.1080p.BluRay.x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,The.Matrix.(1999).HDDVD.1080p.x264.DTS-McFly,,,,
Ds418Play_TT,Movies_2018/English/1080P,The.Princess.Bride.1987.720p.Bluray.x264-REVEiLLE,,,,
Ds418Play_TT,Movies_2018/English/1080P,The.Transporter.Trilogy.1080p.BluRay.WMV-HD.BD9,,,,
Ds418Play_TT,Movies_2018/English/1080P,The.War.Within.720p-x264,,,,
Ds418Play_TT,Movies_2018/English/1080P,Tomb.of.The.Dragon.Emperor.2008.720p.BluRay.DTS.x264-ESiR,,,,
Ds418Play_TT,Movies_2018/English/1080P,Toy.Story.3.2010.1080p.2xAC3.2xDTS.Eng.NL-DMT,,,,
Ds418Play_TT,Movies_2018/English/1080P,Troy,,,,
Ds418Play_TT,Movies_2018/English/1080P,Twister - 1080p,,,,
Ds418Play_TT,Movies_2018/English/1080P,Up In The Air (1080p),,,,
Ds418Play_TT,Movies_2018/English/1080P,Whats_eating_Gilbert_Grape_HDTV_1280x704,,,,
Ds418Play_TT,Movies_2018/English/1080P,Young.and.Beautiful.2013.1080p.BluRay.x264-NODLABS[rarbg],,,,
Ds418Play_TT,Movies_2018/English/1080P HD,A Clockwork Orange,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,A Good Day To Die Hard,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Alien,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Alien (Theatrical Cut),,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Aliens,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,American Gangster,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,American History X,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Apocalypse Now,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Apocalypto,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Army of Shadows,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Avengers Age of Ultron,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Bajrangi Bhaijaan,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Batman v Superman Dawn of Justice,,,,
Ds418Play_TT,Movies_2018/English/1080P HD,Birdman,,,,
